"unix_timestamp","human_timestamp","nodeID","tc1","tc2","millisSinceHeatPulse"
"1536454923","9/9/2018 1:2:3","11","-0.007813","-0.007813","0"
"1536455110","9/9/2018 1:5:10","11","-0.007813","-0.007813","0"
"1536455113","9/9/2018 1:5:13","11","-0.007813","-0.007813","2999"
"1536455116","9/9/2018 1:5:16","11","-0.007813","-0.007813","5999"
"1536455119","9/9/2018 1:5:19","11","-0.007813","-0.007813","9000"
"1536455122","9/9/2018 1:5:22","11","-0.007813","-0.007813","12000"
"1536455125","9/9/2018 1:5:25","11","-0.007813","-0.007813","14999"
"1536455128","9/9/2018 1:5:28","11","-0.007813","-0.007813","18000"
"1536455131","9/9/2018 1:5:31","11","-0.007813","-0.007813","21000"
"1536455134","9/9/2018 1:5:34","11","-0.007813","-0.007813","24000"
"1536455137","9/9/2018 1:5:37","11","-0.007813","-0.007813","27000"
"1536455140","9/9/2018 1:5:40","11","-0.007813","-0.007813","30000"
"1536455143","9/9/2018 1:5:43","11","-0.007813","-0.007813","32999"
"1536455146","9/9/2018 1:5:46","11","-0.007813","-0.007813","36000"
"1536455149","9/9/2018 1:5:49","11","-0.007813","-0.007813","39000"
"1536455152","9/9/2018 1:5:52","11","-0.007813","-0.007813","42000"
"1536455155","9/9/2018 1:5:55","11","-0.007813","-0.007813","45000"
"1536455158","9/9/2018 1:5:58","11","-0.007813","-0.007813","48000"
"1536455161","9/9/2018 1:6:1","11","-0.007813","-0.007813","51000"
"1536455164","9/9/2018 1:6:4","11","-0.007813","-0.007813","53999"
"1536455167","9/9/2018 1:6:7","11","-0.007813","-0.007813","57000"
"1536455170","9/9/2018 1:6:10","11","-0.007813","-0.007813","60000"
"1536455173","9/9/2018 1:6:13","11","-0.007813","-0.007813","62999"
"1536455176","9/9/2018 1:6:16","11","-0.007813","-0.007813","66000"
"1536455179","9/9/2018 1:6:19","11","-0.007813","-0.007813","69000"
"1536455182","9/9/2018 1:6:22","11","-0.007813","-0.007813","71999"
"1536455185","9/9/2018 1:6:25","11","-0.007813","-0.007813","74999"
"1536455188","9/9/2018 1:6:28","11","-0.007813","-0.007813","78000"
"1536455191","9/9/2018 1:6:31","11","-0.007813","-0.007813","80999"
"1536455194","9/9/2018 1:6:34","11","-0.007813","-0.007813","83999"
"1536455197","9/9/2018 1:6:37","11","-0.007813","-0.007813","86999"
